t,Date,Exp_date,Day,Time,ID,Species_ID,Species,Colony,Prec,Tank_n,Treatment,Meas_type,Frg_n,ML,F,Fm,YII,obs,Survived_day,Status,Region,Year
3855810399,2022-03-07,Day30,30,10:26:39,Spi_D_Control_03,Spi,Stylophora pistillata,D,Ambient,Tank_C3,Control,Light,03,10,0.649,1.639,0.604,2,30,1,Fiji,NA
3855810404,2022-03-07,Day30,30,10:26:44,Spi_D_Control_03,Spi,Stylophora pistillata,D,Ambient,Tank_C3,Control,Light,03,10,0.617,1.52,0.594,3,30,1,Fiji,NA
3853130802,2022-02-04,Day0,0,10:06:42,Spi_A_VT_01,Spi,Stylophora pistillata,A,VT,Tank_1,Control,Light,01,15,0.582,1.408,0.587,1,NA,NA,Fiji,NA
3853130805,2022-02-04,Day0,0,10:06:45,Spi_A_VT_01,Spi,Stylophora pistillata,A,VT,Tank_1,Control,Light,01,15,0.76,1.911,0.602,2,NA,NA,Fiji,NA
3853130810,2022-02-04,Day0,0,10:06:50,Spi_A_VT_01,Spi,Stylophora pistillata,A,VT,Tank_1,Control,Light,01,15,0.738,1.879,0.607,3,NA,NA,Fiji,NA
3853130827,2022-02-04,Day0,0,10:07:07,Spi_D_VT_01,Spi,Stylophora pistillata,D,VT,Tank_1,Control,Light,01,15,0.836,2.07,0.596,1,NA,NA,Fiji,NA
3853130832,2022-02-04,Day0,0,10:07:12,Spi_D_VT_01,Spi,Stylophora pistillata,D,VT,Tank_1,Control,Light,01,15,0.405,0.928,0.564,2,NA,NA,Fiji,NA
3853130837,2022-02-04,Day0,0,10:07:17,Spi_D_VT_01,Spi,Stylophora pistillata,D,VT,Tank_1,Control,Light,01,15,0.477,1.175,0.594,3,NA,NA,Fiji,NA
3853130852,2022-02-04,Day0,0,10:07:32,Spi_C_VT_01,Spi,Stylophora pistillata,C,VT,Tank_1,Control,Light,01,15,0.415,0.926,0.552,1,NA,NA,Fiji,NA
3853130855,2022-02-04,Day0,0,10:07:35,Spi_C_VT_01,Spi,Stylophora pistillata,C,VT,Tank_1,Control,Light,01,15,0.502,1.151,0.564,2,NA,NA,Fiji,NA
3853130859,2022-02-04,Day0,0,10:07:39,Spi_C_VT_01,Spi,Stylophora pistillata,C,VT,Tank_1,Control,Light,01,15,0.368,0.892,0.587,3,NA,NA,Fiji,NA
3853130870,2022-02-04,Day0,0,10:07:50,Spi_B_ST_01,Spi,Stylophora pistillata,B,ST,Tank_1,Control,Light,01,15,0.923,2.256,0.591,1,NA,NA,Fiji,NA
3853130873,2022-02-04,Day0,0,10:07:53,Spi_B_ST_01,Spi,Stylophora pistillata,B,ST,Tank_1,Control,Light,01,15,0.943,2.339,0.597,2,NA,NA,Fiji,NA
3853130876,2022-02-04,Day0,0,10:07:56,Spi_B_ST_01,Spi,Stylophora pistillata,B,ST,Tank_1,Control,Light,01,15,0.645,1.512,0.573,3,NA,NA,Fiji,NA
3853130898,2022-02-04,Day0,0,10:08:18,Spi_E_ST_01,Spi,Stylophora pistillata,E,ST,Tank_1,Control,Light,01,15,0.419,0.872,0.519,1,NA,NA,Fiji,NA
3853130903,2022-02-04,Day0,0,10:08:23,Spi_E_ST_01,Spi,Stylophora pistillata,E,ST,Tank_1,Control,Light,01,15,0.471,1.076,0.562,2,NA,NA,Fiji,NA
3853130907,2022-02-04,Day0,0,10:08:27,Spi_E_ST_01,Spi,Stylophora pistillata,E,ST,Tank_1,Control,Light,01,15,0.443,0.999,0.557,3,NA,NA,Fiji,NA
3853130919,2022-02-04,Day0,0,10:08:39,Spi_A_ST_01,Spi,Stylophora pistillata,A,ST,Tank_1,Control,Light,01,15,0.648,1.48,0.562,1,NA,NA,Fiji,NA
3853130921,2022-02-04,Day0,0,10:08:41,Spi_A_ST_01,Spi,Stylophora pistillata,A,ST,Tank_1,Control,Light,01,15,0.774,1.861,0.584,2,NA,NA,Fiji,NA
3853130925,2022-02-04,Day0,0,10:08:45,Spi_A_ST_01,Spi,Stylophora pistillata,A,ST,Tank_1,Control,Light,01,15,0.825,1.895,0.565,3,NA,NA,Fiji,NA
3853130938,2022-02-04,Day0,0,10:08:58,Spi_D_ST_01,Spi,Stylophora pistillata,D,ST,Tank_1,Control,Light,01,15,0.842,1.885,0.553,1,NA,NA,Fiji,NA
3853130944,2022-02-04,Day0,0,10:09:04,Spi_D_ST_01,Spi,Stylophora pistillata,D,ST,Tank_1,Control,Light,01,15,0.74,1.504,0.508,2,NA,NA,Fiji,NA
3853130948,2022-02-04,Day0,0,10:09:08,Spi_D_ST_01,Spi,Stylophora pistillata,D,ST,Tank_1,Control,Light,01,15,0.811,1.905,0.574,3,NA,NA,Fiji,NA
3853130958,2022-02-04,Day0,0,10:09:18,Spi_C_ST_01,Spi,Stylophora pistillata,C,ST,Tank_1,Control,Light,01,15,0.563,1.363,0.587,1,NA,NA,Fiji,NA
3853130963,2022-02-04,Day0,0,10:09:23,Spi_C_ST_01,Spi,Stylophora pistillata,C,ST,Tank_1,Control,Light,01,15,0.49,1.096,0.553,2,NA,NA,Fiji,NA
3853130973,2022-02-04,Day0,0,10:09:33,Spi_C_ST_01,Spi,Stylophora pistillata,C,ST,Tank_1,Control,Light,01,15,0.559,1.291,0.567,3,NA,NA,Fiji,NA
3853131020,2022-02-04,Day0,0,10:10:20,Spi_B_VT_01,Spi,Stylophora pistillata,B,VT,Tank_1,Control,Light,01,15,0.776,2.008,0.614,1,NA,NA,Fiji,NA
3853131029,2022-02-04,Day0,0,10:10:29,Spi_B_VT_01,Spi,Stylophora pistillata,B,VT,Tank_1,Control,Light,01,15,0.827,2.144,0.614,2,NA,NA,Fiji,NA
3853131036,2022-02-04,Day0,0,10:10:36,Spi_B_VT_01,Spi,Stylophora pistillata,B,VT,Tank_1,Control,Light,01,15,0.605,1.633,0.63,3,NA,NA,Fiji,NA
3853131057,2022-02-04,Day0,0,10:10:57,Spi_B_Control_01,Spi,Stylophora pistillata,B,Ambient,Tank_1,Control,Light,01,15,0.665,1.88,0.646,1,NA,NA,Fiji,NA
3853131062,2022-02-04,Day0,0,10:11:02,Spi_B_Control_01,Spi,Stylophora pistillata,B,Ambient,Tank_1,Control,Light,01,15,0.711,1.858,0.617,2,NA,NA,Fiji,NA
3853131067,2022-02-04,Day0,0,10:11:07,Spi_B_Control_01,Spi,Stylophora pistillata,B,Ambient,Tank_1,Control,Light,01,15,0.708,1.828,0.613,3,NA,NA,Fiji,NA
3853131080,2022-02-04,Day0,0,10:11:20,Spi_E_Control_01,Spi,Stylophora pistillata,E,Ambient,Tank_1,Control,Light,01,15,0.322,0.728,0.558,1,NA,NA,Fiji,NA
3853131086,2022-02-04,Day0,0,10:11:26,Spi_E_Control_01,Spi,Stylophora pistillata,E,Ambient,Tank_1,Control,Light,01,15,0.461,1.125,0.59,2,NA,NA,Fiji,NA
3853131092,2022-02-04,Day0,0,10:11:32,Spi_E_Control_01,Spi,Stylophora pistillata,E,Ambient,Tank_1,Control,Light,01,15,0.422,1.054,0.6,3,NA,NA,Fiji,NA
3853131102,2022-02-04,Day0,0,10:11:42,Spi_C_Control_01,Spi,Stylophora pistillata,C,Ambient,Tank_1,Control,Light,01,15,0.527,1.383,0.619,1,NA,NA,Fiji,NA
3853131106,2022-02-04,Day0,0,10:11:46,Spi_C_Control_01,Spi,Stylophora pistillata,C,Ambient,Tank_1,Control,Light,01,15,0.621,1.683,0.631,2,NA,NA,Fiji,NA
3853131110,2022-02-04,Day0,0,10:11:50,Spi_C_Control_01,Spi,Stylophora pistillata,C,Ambient,Tank_1,Control,Light,01,15,0.62,1.768,0.649,3,NA,NA,Fiji,NA
3853131134,2022-02-04,Day0,0,10:12:14,Spi_A_Control_01,Spi,Stylophora pistillata,A,Ambient,Tank_1,Control,Light,01,15,0.443,1.03,0.57,1,NA,NA,Fiji,NA
3853131139,2022-02-04,Day0,0,10:12:19,Spi_A_Control_01,Spi,Stylophora pistillata,A,Ambient,Tank_1,Control,Light,01,15,0.723,1.942,0.628,2,NA,NA,Fiji,NA
3853131148,2022-02-04,Day0,0,10:12:28,Spi_A_Control_01,Spi,Stylophora pistillata,A,Ambient,Tank_1,Control,Light,01,15,0.574,1.476,0.611,3,NA,NA,Fiji,NA
3853131165,2022-02-04,Day0,0,10:12:45,Spi_D_Control_01,Spi,Stylophora pistillata,D,Ambient,Tank_1,Control,Light,01,15,0.745,1.776,0.581,1,NA,NA,Fiji,NA
3853131169,2022-02-04,Day0,0,10:12:49,Spi_D_Control_01,Spi,Stylophora pistillata,D,Ambient,Tank_1,Control,Light,01,15,0.765,1.894,0.596,2,NA,NA,Fiji,NA
3853131175,2022-02-04,Day0,0,10:12:55,Spi_D_Control_01,Spi,Stylophora pistillata,D,Ambient,Tank_1,Control,Light,01,15,0.819,2.198,0.627,3,NA,NA,Fiji,NA
3853131191,2022-02-04,Day0,0,10:13:11,Spi_E_VT_01,Spi,Stylophora pistillata,E,VT,Tank_1,Control,Light,01,15,0.7,1.989,0.648,1,NA,NA,Fiji,NA
3853131195,2022-02-04,Day0,0,10:13:15,Spi_E_VT_01,Spi,Stylophora pistillata,E,VT,Tank_1,Control,Light,01,15,0.698,2.025,0.655,2,NA,NA,Fiji,NA
3853131200,2022-02-04,Day0,0,10:13:20,Spi_E_VT_01,Spi,Stylophora pistillata,E,VT,Tank_1,Control,Light,01,15,0.355,0.996,0.644,3,NA,NA,Fiji,NA
3853129282,2022-02-04,Day0,0,09:41:22,Pve_C_ST_04,Pve,Pocillopora verrucosa,C,ST,Tank_10,Heat,Light,04,15,0.565,1.453,0.611,1,NA,NA,Red Sea,2015
3853129290,2022-02-04,Day0,0,09:41:30,Pve_C_ST_04,Pve,Pocillopora verrucosa,C,ST,Tank_10,Heat,Light,04,15,0.604,1.5,0.597,2,NA,NA,Red Sea,2015
3853129296,2022-02-04,Day0,0,09:41:36,Pve_C_ST_04,Pve,Pocillopora verrucosa,C,ST,Tank_10,Heat,Light,04,15,0.492,1.265,0.611,3,NA,NA,Red Sea,2015
3853129325,2022-02-04,Day0,0,09:42:05,Pve_B_VT_04,Pve,Pocillopora verrucosa,B,VT,Tank_10,Heat,Light,04,15,0.638,1.685,0.621,1,NA,NA,Indonesia,NA
3853129328,2022-02-04,Day0,0,09:42:08,Pve_B_VT_04,Pve,Pocillopora verrucosa,B,VT,Tank_10,Heat,Light,04,15,0.654,1.801,0.637,2,NA,NA,Indonesia,NA
3853129332,2022-02-04,Day0,0,09:42:12,Pve_B_VT_04,Pve,Pocillopora verrucosa,B,VT,Tank_10,Heat,Light,04,15,0.69,1.899,0.637,3,NA,NA,Indonesia,NA
3853129354,2022-02-04,Day0,0,09:42:34,Pve_C_VT_04,Pve,Pocillopora verrucosa,C,VT,Tank_10,Heat,Light,04,15,0.588,1.496,0.607,1,NA,NA,Red Sea,2015
3853129357,2022-02-04,Day0,0,09:42:37,Pve_C_VT_04,Pve,Pocillopora verrucosa,C,VT,Tank_10,Heat,Light,04,15,0.676,1.698,0.602,2,NA,NA,Red Sea,2015
3853129362,2022-02-04,Day0,0,09:42:42,Pve_C_VT_04,Pve,Pocillopora verrucosa,C,VT,Tank_10,Heat,Light,04,15,0.863,2.312,0.627,3,NA,NA,Red Sea,2015
3853129389,2022-02-04,Day0,0,09:43:09,Pve_B_ST_04,Pve,Pocillopora verrucosa,B,ST,Tank_10,Heat,Light,04,15,0.496,1.35,0.633,1,NA,NA,Indonesia,NA
3853129403,2022-02-04,Day0,0,09:43:23,Pve_B_ST_04,Pve,Pocillopora verrucosa,B,ST,Tank_10,Heat,Light,04,15,0.627,1.713,0.634,2,NA,NA,Indonesia,NA
3853129411,2022-02-04,Day0,0,09:43:31,Pve_B_ST_04,Pve,Pocillopora verrucosa,B,ST,Tank_10,Heat,Light,04,15,0.472,1.236,0.618,3,NA,NA,Indonesia,NA
3853129435,2022-02-04,Day0,0,09:43:55,Pve_E_ST_04,Pve,Pocillopora verrucosa,E,ST,Tank_10,Heat,Light,04,15,0.553,1.351,0.591,1,NA,NA,Indonesia,NA
3853129440,2022-02-04,Day0,0,09:44:00,Pve_E_ST_04,Pve,Pocillopora verrucosa,E,ST,Tank_10,Heat,Light,04,15,0.719,1.873,0.616,2,NA,NA,Indonesia,NA
3853129445,2022-02-04,Day0,0,09:44:05,Pve_E_ST_04,Pve,Pocillopora verrucosa,E,ST,Tank_10,Heat,Light,04,15,0.357,0.801,0.554,3,NA,NA,Indonesia,NA
3853129472,2022-02-04,Day0,0,09:44:32,Pve_A_Control_04,Pve,Pocillopora verrucosa,A,Ambient,Tank_10,Heat,Light,04,15,0.955,2.568,0.628,1,NA,NA,Red Sea,2015
3853129476,2022-02-04,Day0,0,09:44:36,Pve_A_Control_04,Pve,Pocillopora verrucosa,A,Ambient,Tank_10,Heat,Light,04,15,0.773,2.14,0.639,2,NA,NA,Red Sea,2015
3853129479,2022-02-04,Day0,0,09:44:39,Pve_A_Control_04,Pve,Pocillopora verrucosa,A,Ambient,Tank_10,Heat,Light,04,15,0.918,2.257,0.593,3,NA,NA,Red Sea,2015
3853129497,2022-02-04,Day0,0,09:44:57,Pve_C_Control_04,Pve,Pocillopora verrucosa,C,Ambient,Tank_10,Heat,Light,04,15,0.455,1.238,0.632,1,NA,NA,Red Sea,2015
3853129500,2022-02-04,Day0,0,09:45:00,Pve_C_Control_04,Pve,Pocillopora verrucosa,C,Ambient,Tank_10,Heat,Light,04,15,0.6,1.475,0.593,2,NA,NA,Red Sea,2015
3853129503,2022-02-04,Day0,0,09:45:03,Pve_C_Control_04,Pve,Pocillopora verrucosa,C,Ambient,Tank_10,Heat,Light,04,15,0.453,1.226,0.631,3,NA,NA,Red Sea,2015
3853129515,2022-02-04,Day0,0,09:45:15,Pve_B_Control_04,Pve,Pocillopora verrucosa,B,Ambient,Tank_10,Heat,Light,04,15,0.696,1.805,0.614,1,NA,NA,Indonesia,NA
3853129643,2022-02-04,Day0,0,09:47:23,Pve_B_Control_04,Pve,Pocillopora verrucosa,B,Ambient,Tank_10,Heat,Light,04,15,0.69,1.895,0.636,2,NA,NA,Indonesia,NA
3853129647,2022-02-04,Day0,0,09:47:27,Pve_B_Control_04,Pve,Pocillopora verrucosa,B,Ambient,Tank_10,Heat,Light,04,15,0.68,1.784,0.619,3,NA,NA,Indonesia,NA
3853129657,2022-02-04,Day0,0,09:47:37,Pve_E_Control_04,Pve,Pocillopora verrucosa,E,Ambient,Tank_10,Heat,Light,04,15,0.645,1.608,0.599,1,NA,NA,Indonesia,NA
3853129663,2022-02-04,Day0,0,09:47:43,Pve_E_Control_04,Pve,Pocillopora verrucosa,E,Ambient,Tank_10,Heat,Light,04,15,0.634,1.549,0.591,2,NA,NA,Indonesia,NA
3853129669,2022-02-04,Day0,0,09:47:49,Pve_E_Control_04,Pve,Pocillopora verrucosa,E,Ambient,Tank_10,Heat,Light,04,15,0.395,1.289,0.694,3,NA,NA,Indonesia,NA
3853129686,2022-02-04,Day0,0,09:48:06,Pve_E_VT_04,Pve,Pocillopora verrucosa,E,VT,Tank_10,Heat,Light,04,15,0.475,1.241,0.617,1,NA,NA,Indonesia,NA
3853129690,2022-02-04,Day0,0,09:48:10,Pve_E_VT_04,Pve,Pocillopora verrucosa,E,VT,Tank_10,Heat,Light,04,15,0.565,1.284,0.56,2,NA,NA,Indonesia,NA
3853129693,2022-02-04,Day0,0,09:48:13,Pve_E_VT_04,Pve,Pocillopora verrucosa,E,VT,Tank_10,Heat,Light,04,15,0.349,0.859,0.594,3,NA,NA,Indonesia,NA
3853129704,2022-02-04,Day0,0,09:48:24,Pve_A_VT_04,Pve,Pocillopora verrucosa,A,VT,Tank_10,Heat,Light,04,15,0.631,1.565,0.597,1,NA,NA,Red Sea,2015
3853129709,2022-02-04,Day0,0,09:48:29,Pve_A_VT_04,Pve,Pocillopora verrucosa,A,VT,Tank_10,Heat,Light,04,15,0.592,1.576,0.624,2,NA,NA,Red Sea,2015
3853129717,2022-02-04,Day0,0,09:48:37,Pve_A_VT_04,Pve,Pocillopora verrucosa,A,VT,Tank_10,Heat,Light,04,15,0.561,1.486,0.622,3,NA,NA,Red Sea,2015
3853145215,2022-02-04,Day0,0,14:06:55,Pve_A_ST_04,Pve,Pocillopora verrucosa,A,ST,Tank_10,Heat,Light,04,15,0.769,2.13,0.639,1,NA,NA,Red Sea,2015
3853145225,2022-02-04,Day0,0,14:07:05,Pve_A_ST_04,Pve,Pocillopora verrucosa,A,ST,Tank_10,Heat,Light,04,15,0.745,2.04,0.635,2,NA,NA,Red Sea,2015
3853145237,2022-02-04,Day0,0,14:07:17,Pve_A_ST_04,Pve,Pocillopora verrucosa,A,ST,Tank_10,Heat,Light,04,15,0.87,2.426,0.641,3,NA,NA,Red Sea,2015
3853129865,2022-02-04,Day0,0,09:51:05,Pve_3_VT_03,Pve,Pocillopora verrucosa,03,VT,Tank_11,Control,Light,03,15,0.734,2.197,0.666,1,NA,NA,Red Sea,2019
3853129869,2022-02-04,Day0,0,09:51:09,Pve_3_VT_03,Pve,Pocillopora verrucosa,03,VT,Tank_11,Control,Light,03,15,0.54,1.54,0.649,2,NA,NA,Red Sea,2019
3853129873,2022-02-04,Day0,0,09:51:13,Pve_3_VT_03,Pve,Pocillopora verrucosa,03,VT,Tank_11,Control,Light,03,15,0.7,2.072,0.662,3,NA,NA,Red Sea,2019
3853129886,2022-02-04,Day0,0,09:51:26,Pve_3_ST_03,Pve,Pocillopora verrucosa,03,ST,Tank_11,Control,Light,03,15,0.607,1.796,0.662,1,NA,NA,Red Sea,2019
3853129893,2022-02-04,Day0,0,09:51:33,Pve_3_ST_03,Pve,Pocillopora verrucosa,03,ST,Tank_11,Control,Light,03,15,0.456,1.239,0.632,2,NA,NA,Red Sea,2019
3853129898,2022-02-04,Day0,0,09:51:38,Pve_3_ST_03,Pve,Pocillopora verrucosa,03,ST,Tank_11,Control,Light,03,15,0.493,1.613,0.694,3,NA,NA,Red Sea,2019
3853129910,2022-02-04,Day0,0,09:51:50,Pve_G_VT_03,Pve,Pocillopora verrucosa,G,VT,Tank_11,Control,Light,03,15,0.538,1.393,0.614,1,NA,NA,Red Sea,2015
3853129915,2022-02-04,Day0,0,09:51:55,Pve_G_VT_03,Pve,Pocillopora verrucosa,G,VT,Tank_11,Control,Light,03,15,0.698,1.955,0.643,2,NA,NA,Red Sea,2015
3853129919,2022-02-04,Day0,0,09:51:59,Pve_G_VT_03,Pve,Pocillopora verrucosa,G,VT,Tank_11,Control,Light,03,15,0.527,1.518,0.653,3,NA,NA,Red Sea,2015
3853129931,2022-02-04,Day0,0,09:52:11,Pve_F_ST_03,Pve,Pocillopora verrucosa,F,ST,Tank_11,Control,Light,03,15,0.814,2.117,0.615,1,NA,NA,Indonesia,NA
3853129936,2022-02-04,Day0,0,09:52:16,Pve_F_ST_03,Pve,Pocillopora verrucosa,F,ST,Tank_11,Control,Light,03,15,0.642,1.744,0.632,2,NA,NA,Indonesia,NA
3853129941,2022-02-04,Day0,0,09:52:21,Pve_F_ST_03,Pve,Pocillopora verrucosa,F,ST,Tank_11,Control,Light,03,15,0.729,1.929,0.622,3,NA,NA,Indonesia,NA
3853129956,2022-02-04,Day0,0,09:52:36,Pve_F_VT_03,Pve,Pocillopora verrucosa,F,VT,Tank_11,Control,Light,03,15,0.777,2.076,0.626,1,NA,NA,Indonesia,NA
3853129960,2022-02-04,Day0,0,09:52:40,Pve_F_VT_03,Pve,Pocillopora verrucosa,F,VT,Tank_11,Control,Light,03,15,0.728,1.873,0.611,2,NA,NA,Indonesia,NA
3853129965,2022-02-04,Day0,0,09:52:45,Pve_F_VT_03,Pve,Pocillopora verrucosa,F,VT,Tank_11,Control,Light,03,15,0.748,1.971,0.62,3,NA,NA,Indonesia,NA
3853129987,2022-02-04,Day0,0,09:53:07,Pve_G_Control_03,Pve,Pocillopora verrucosa,G,Ambient,Tank_11,Control,Light,03,15,0.546,1.462,0.627,1,NA,NA,Red Sea,2015
3853129996,2022-02-04,Day0,0,09:53:16,Pve_G_Control_03,Pve,Pocillopora verrucosa,G,Ambient,Tank_11,Control,Light,03,15,0.327,0.735,0.555,2,NA,NA,Red Sea,2015
3853130001,2022-02-04,Day0,0,09:53:21,Pve_G_Control_03,Pve,Pocillopora verrucosa,G,Ambient,Tank_11,Control,Light,03,15,0.432,1.197,0.639,3,NA,NA,Red Sea,2015
3853130015,2022-02-04,Day0,0,09:53:35,Pve_F_Control_03,Pve,Pocillopora verrucosa,F,Ambient,Tank_11,Control,Light,03,15,0.611,1.58,0.613,1,NA,NA,Indonesia,NA
3853130018,2022-02-04,Day0,0,09:53:38,Pve_F_Control_03,Pve,Pocillopora verrucosa,F,Ambient,Tank_11,Control,Light,03,15,0.625,1.637,0.618,2,NA,NA,Indonesia,NA
3853130021,2022-02-04,Day0,0,09:53:41,Pve_F_Control_03,Pve,Pocillopora verrucosa,F,Ambient,Tank_11,Control,Light,03,15,0.415,1.008,0.588,3,NA,NA,Indonesia,NA
3853130036,2022-02-04,Day0,0,09:53:56,Pve_3_Control_03,Pve,Pocillopora verrucosa,03,Ambient,Tank_11,Control,Light,03,15,0.688,2.037,0.662,1,NA,NA,Red Sea,2019
3853130039,2022-02-04,Day0,0,09:53:59,Pve_3_Control_03,Pve,Pocillopora verrucosa,03,Ambient,Tank_11,Control,Light,03,15,0.609,1.753,0.653,2,NA,NA,Red Sea,2019
3853130043,2022-02-04,Day0,0,09:54:03,Pve_3_Control_03,Pve,Pocillopora verrucosa,03,Ambient,Tank_11,Control,Light,03,15,0.809,2.415,0.665,3,NA,NA,Red Sea,2019
3853130055,2022-02-04,Day0,0,09:54:15,Pve_G_ST_03,Pve,Pocillopora verrucosa,G,ST,Tank_11,Control,Light,03,15,0.674,1.638,0.589,1,NA,NA,Red Sea,2015
3853130061,2022-02-04,Day0,0,09:54:21,Pve_G_ST_03,Pve,Pocillopora verrucosa,G,ST,Tank_11,Control,Light,03,15,0.752,1.747,0.57,2,NA,NA,Red Sea,2015
3853130065,2022-02-04,Day0,0,09:54:25,Pve_G_ST_03,Pve,Pocillopora verrucosa,G,ST,Tank_11,Control,Light,03,15,0.814,2.271,0.642,3,NA,NA,Red Sea,2015
3853130166,2022-02-04,Day0,0,09:56:06,Pve_G_VT_04,Pve,Pocillopora verrucosa,G,VT,Tank_12,Heat,Light,04,15,0.88,2.34,0.624,1,NA,NA,Red Sea,2015
3853130171,2022-02-04,Day0,0,09:56:11,Pve_G_VT_04,Pve,Pocillopora verrucosa,G,VT,Tank_12,Heat,Light,04,15,0.747,1.951,0.617,2,NA,NA,Red Sea,2015
3853130176,2022-02-04,Day0,0,09:56:16,Pve_G_VT_04,Pve,Pocillopora verrucosa,G,VT,Tank_12,Heat,Light,04,15,0.392,0.99,0.604,3,NA,NA,Red Sea,2015
3853130193,2022-02-04,Day0,0,09:56:33,Pve_G_ST_04,Pve,Pocillopora verrucosa,G,ST,Tank_12,Heat,Light,04,15,0.563,1.507,0.626,1,NA,NA,Red Sea,2015
3853130197,2022-02-04,Day0,0,09:56:37,Pve_G_ST_04,Pve,Pocillopora verrucosa,G,ST,Tank_12,Heat,Light,04,15,0.655,1.747,0.625,2,NA,NA,Red Sea,2015
3853130202,2022-02-04,Day0,0,09:56:42,Pve_G_ST_04,Pve,Pocillopora verrucosa,G,ST,Tank_12,Heat,Light,04,15,0.569,1.499,0.62,3,NA,NA,Red Sea,2015
3853130213,2022-02-04,Day0,0,09:56:53,Pve_F_VT_04,Pve,Pocillopora verrucosa,F,VT,Tank_12,Heat,Light,04,15,0.733,1.654,0.557,1,NA,NA,Indonesia,NA
3853130216,2022-02-04,Day0,0,09:56:56,Pve_F_VT_04,Pve,Pocillopora verrucosa,F,VT,Tank_12,Heat,Light,04,15,0.832,2.122,0.608,2,NA,NA,Indonesia,NA
3853130220,2022-02-04,Day0,0,09:57:00,Pve_F_VT_04,Pve,Pocillopora verrucosa,F,VT,Tank_12,Heat,Light,04,15,0.635,1.736,0.634,3,NA,NA,Indonesia,NA
3853130252,2022-02-04,Day0,0,09:57:32,Pve_F_ST_04,Pve,Pocillopora verrucosa,F,ST,Tank_12,Heat,Light,04,15,0.747,1.897,0.606,1,NA,NA,Indonesia,NA
3853130256,2022-02-04,Day0,0,09:57:36,Pve_F_ST_04,Pve,Pocillopora verrucosa,F,ST,Tank_12,Heat,Light,04,15,0.5,1.261,0.603,2,NA,NA,Indonesia,NA
3853130261,2022-02-04,Day0,0,09:57:41,Pve_F_ST_04,Pve,Pocillopora verrucosa,F,ST,Tank_12,Heat,Light,04,15,0.616,1.561,0.605,3,NA,NA,Indonesia,NA
3853130281,2022-02-04,Day0,0,09:58:01,Pve_3_Control_04,Pve,Pocillopora verrucosa,03,Ambient,Tank_12,Heat,Light,04,15,0.663,2.067,0.679,1,NA,NA,Red Sea,2019
3853130285,2022-02-04,Day0,0,09:58:05,Pve_3_Control_04,Pve,Pocillopora verrucosa,03,Ambient,Tank_12,Heat,Light,04,15,1.031,3.337,0.691,2,NA,NA,Red Sea,2019
3853130288,2022-02-04,Day0,0,09:58:08,Pve_3_Control_04,Pve,Pocillopora verrucosa,03,Ambient,Tank_12,Heat,Light,04,15,0.831,2.675,0.689,3,NA,NA,Red Sea,2019
3853130308,2022-02-04,Day0,0,09:58:28,Pve_F_Control_04,Pve,Pocillopora verrucosa,F,Ambient,Tank_12,Heat,Light,04,15,0.435,1.061,0.59,1,NA,NA,Indonesia,NA
3853130315,2022-02-04,Day0,0,09:58:35,Pve_F_Control_04,Pve,Pocillopora verrucosa,F,Ambient,Tank_12,Heat,Light,04,15,0.789,2.189,0.64,2,NA,NA,Indonesia,NA
3853130318,2022-02-04,Day0,0,09:58:38,Pve_F_Control_04,Pve,Pocillopora verrucosa,F,Ambient,Tank_12,Heat,Light,04,15,0.923,2.752,0.665,3,NA,NA,Indonesia,NA
3853130333,2022-02-04,Day0,0,09:58:53,Pve_G_Control_04,Pve,Pocillopora verrucosa,G,Ambient,Tank_12,Heat,Light,04,15,0.415,1.138,0.635,1,NA,NA,Red Sea,2015
3853130338,2022-02-04,Day0,0,09:58:58,Pve_G_Control_04,Pve,Pocillopora verrucosa,G,Ambient,Tank_12,Heat,Light,04,15,0.625,1.719,0.636,2,NA,NA,Red Sea,2015
3853130342,2022-02-04,Day0,0,09:59:02,Pve_G_Control_04,Pve,Pocillopora verrucosa,G,Ambient,Tank_12,Heat,Light,04,15,0.821,2.159,0.62,3,NA,NA,Red Sea,2015
3853130361,2022-02-04,Day0,0,09:59:21,Pve_3_VT_04,Pve,Pocillopora verrucosa,03,VT,Tank_12,Heat,Light,04,15,0.603,1.535,0.607,1,NA,NA,Red Sea,2019
3853130365,2022-02-04,Day0,0,09:59:25,Pve_3_VT_04,Pve,Pocillopora verrucosa,03,VT,Tank_12,Heat,Light,04,15,0.673,1.761,0.618,2,NA,NA,Red Sea,2019
3853130370,2022-02-04,Day0,0,09:59:30,Pve_3_VT_04,Pve,Pocillopora verrucosa,03,VT,Tank_12,Heat,Light,04,15,0.622,1.64,0.621,3,NA,NA,Red Sea,2019
3853130381,2022-02-04,Day0,0,09:59:41,Pve_3_ST_04,Pve,Pocillopora verrucosa,03,ST,Tank_12,Heat,Light,04,15,0.596,1.661,0.641,1,NA,NA,Red Sea,2019
3853130384,2022-02-04,Day0,0,09:59:44,Pve_3_ST_04,Pve,Pocillopora verrucosa,03,ST,Tank_12,Heat,Light,04,15,0.734,2.068,0.645,2,NA,NA,Red Sea,2019
3853130388,2022-02-04,Day0,0,09:59:48,Pve_3_ST_04,Pve,Pocillopora verrucosa,03,ST,Tank_12,Heat,Light,04,15,0.804,2.114,0.62,3,NA,NA,Red Sea,2019
